,pol_lat,pol_lon,Cluster
623,39.109775,-76.91044,2
623,39.04564833,-76.99252667,2
623,39.04556167,-76.99032833,2
623,39.04073833,-76.99557833,2
623,39.05108,-76.97950667,2
623,39.04145183,-76.99484071,2
623,39.04537395,-76.98899669,2
623,39.045865,-76.988185,2
623,39.22150186,-77.26431679,0
623,39.04526934,-76.98907614,2
623,39.0510215,-76.9800455,2
623,39.04288333,-76.992545,2
623,39.04880417,-76.98354,2
623,39.04761916,-76.98533295,2
623,39.04818063,-76.98455542,2
623,39.04803833,-76.98471833,2
623,39.05799667,-76.99383667,2
623,39.044635,-76.95954,2
623,39.048375,-76.983765,2
623,39.08333833,-76.9455,2
623,39.05347642,-76.97603542,2
623,39.04845667,-76.98396333,2
623,39.06659667,-76.978505,2
623,39.045425,-76.99073667,2
623,39.04627667,-76.990695,2
623,39.04137333,-76.99620667,2
623,39.05114167,-76.97924,2
623,39.045855,-76.99053333,2
623,39.03801833,-76.99763,2
623,39.04961097,-76.98229216,2
623,39.05016167,-76.98154833,2
623,39.04468,-76.99010167,2
623,39.04839167,-76.98383333,2
623,39.0684,-76.93978333,2
623,39.04283211,-76.98958074,2
623,39.04853,-76.98342833,2
623,39.06452,-76.964505,2
623,38.99224667,-77.02674333,2
623,39.04449857,-76.99223578,2
623,39.04508602,-76.99231625,2
623,39.04549432,-76.99220896,2
624,39.14980833,-77.23443833,0
624,39.20994833,-77.23978833,0
624,39.14474833,-77.21949667,0
624,39.11626667,-77.18906333,0
624,39.14922482,-77.21586293,0
624,39.14541973,-77.22419683,0
624,39.321925,-77.27804667,0
624,39.14098,-77.23903833,0
624,39.15360833,-77.23091333,0
624,39.14104,-77.20798333,0
624,39.156525,-77.22469167,0
624,39.21097521,-77.18719482,0
624,39.15607167,-77.225795,0
624,39.15702295,-77.22440958,0
624,39.15660815,-77.22456573,0
624,39.1473074,-77.229139,0
624,39.15544333,-77.208545,0
624,39.130605,-77.16401667,0
624,39.130065,-77.22842833,0
624,39.13916667,-77.195805,0
624,39.294505,-77.26158,0
624,38.953,-77.338,0
624,39.144855,-77.20943,0
624,39.15025775,-77.25101341,0
624,39.15022833,-77.24464333,0
624,39.15850833,-77.22605217,0
625,39.05754667,-77.122535,1
625,39.07815,-77.13951167,1
625,39.05270833,-77.12632,1
625,39.05691245,-77.11474387,1
625,39.05697667,-77.11507,1
625,39.057625,-77.116005,1
625,39.09764667,-77.206635,0
625,39.04965789,-77.126099,1
625,39.05064833,-77.14625,1
625,38.953,-77.338,0
625,39.13055167,-77.13483167,0
625,39.0599561,-77.1200266,1
625,39.11348833,-77.23472833,0
625,39.09219167,-77.13011667,1
625,39.05424833,-77.1173,1
625,39.05955667,-77.12232167,1
625,39.10089665,-77.18517879,0
625,39.05350158,-77.08949028,1
625,39.23753167,-77.29042833,0
625,39.05912333,-77.15083333,1
625,39.057125,-77.12609333,1
625,38.9908075,-77.09806733,1
625,39.0754091,-77.13764598,1
625,39.05793783,-77.12523517,1
625,39.060782,-77.120897,1
625,39.05758375,-77.13183403,1
625,39.05827583,-77.12542567,1
625,39.03075667,-77.12635333,1
625,38.953,-77.338,0
625,39.234375,-77.28137333,0
625,39.07676629,-77.11714305,1
625,39.07997592,-77.13826298,1
625,39.0891809,-77.1516253,1
625,39.0629695,-77.129752,1
625,39.094,-77.1528,0
633,38.96046333,-77.10384167,1
633,38.97400645,-77.08780796,1
633,39.28264,-77.17787333,0
633,38.974485,-77.09702167,1
633,38.95575167,-77.09226167,1
633,38.99802667,-77.10815667,1
633,38.9713211,-77.1000123,1
633,38.9665211,-77.10599145,1
633,38.964745,-77.10357333,1
633,38.96091045,-77.10353136,1
633,39.96483333,-77.10024833,0
633,38.96142769,-77.10323095,1
633,39.0614825,-77.06402755,1
633,38.96429,-77.102975,1
633,38.97115427,-77.12562203,1
633,38.96483917,-77.10439533,1
633,38.97175833,-77.12008,1
633,38.97462167,-77.11635,1
634,38.96692512,-77.09027052,1
656,39.01307,-76.97837167,2
656,39.01205126,-76.97883963,2
656,39.01682,-76.97752667,2
656,39.0216,-76.976975,2
656,39.01398,-76.97834167,2
656,39.01919133,-76.97658733,2
656,39.21738667,-77.23865667,0
656,39.02106,-77.00828333,2
656,39.01348045,-76.97849062,2
656,39.0312565,-77.00552817,2
656,39.04392167,-76.99162667,2
656,39.04639667,-77.17792333,1
656,39.03364433,-77.00339517,2
656,39.01141917,-77.00121117,2
656,39.01500667,-76.97728333,2
656,39.00130333,-76.98633833,2
656,39.0767011,-77.00185512,2
656,38.98560897,-76.98806759,2
656,38.99940717,-76.99814233,2
656,39.01521717,-76.977269,2
656,39.00827167,-76.97973833,2
656,39.00980667,-76.98232667,2
656,39.021085,-77.00812,2
656,39.01729083,-76.977279,2
656,39.02192667,-76.97715667,2
656,39.01579333,-76.98153333,2
656,39.05730833,-77.073335,1
656,39.018045,-76.97698833,2
656,39.044445,-76.98386167,2
656,39.012305,-76.97847833,2
656,39.15561,-77.22449,0
656,39.02109833,-76.976805,2
656,39.0122049,-76.9786558,2
656,39.01800002,-76.97703302,2
656,39.02192333,-76.977105,2
656,39.01892167,-76.9766,2
656,39.01233149,-76.97854042,2
656,39.05409667,-76.956169,2
656,39.01778,-76.97305333,2
656,39.01134513,-76.9788206,2
656,39.034665,-77.10211,1
656,39.045995,-76.9902,2
656,39.02444833,-76.97932333,2
656,39.01247,-76.97857667,2
656,39.01312657,-76.9783701,2
656,39.01871517,-76.976838,2
656,39.01304667,-76.97838833,2
656,39.020064,-76.98379083,2
656,39.047025,-76.964145,2
656,39.019315,-76.976415,2
656,39.08425167,-76.93521833,2
656,39.0456475,-76.99076367,2
656,39.02058333,-76.97676667,2
656,39.017745,-76.97323333,2
656,39.01496667,-76.98057333,2
656,39.02604833,-76.98094833,2
656,39.037455,-76.99882167,2
656,38.9930445,-77.026192,2
656,39.02046667,-76.97967667,2
656,39.01816833,-76.972365,2
656,39.016353,-77.021813,2
656,39.04443,-76.99038333,2
656,39.04348615,-76.99200511,2
656,39.02140833,-76.97716333,2
656,39.22528,-77.24265833,0
656,39.01940658,-76.98645017,2
656,39.015455,-76.97835,2
656,39.013085,-76.97867333,2
657,39.20069167,-77.27034667,0
657,38.99124433,-77.097848,1
657,38.98375833,-77.09319833,1
657,38.98511,-77.09479167,1
657,38.99564167,-77.07490333,1
657,38.98143833,-77.09283167,1
657,39.26220833,-77.2243,0
657,38.9845,-77.08968167,1
657,38.98422833,-77.09139667,1
657,39.031425,-77.16083833,1
657,38.99020317,-77.15359211,1
657,39.07593833,-77.14042667,1
657,38.9652157,-77.08792896,1
657,39.2175276,-77.25059274,0
657,38.99708,-77.09649333,1
657,38.99616333,-77.07712167,1
657,38.99755667,-77.10954,1
657,38.98214167,-77.08993667,1
657,38.986255,-77.086435,1
657,38.98639333,-77.09644,1
657,38.98499833,-77.08921333,1
657,38.9853124,-77.08686023,1
657,39.04984833,-77.11426667,1
657,38.98602833,-77.09828333,1
657,38.99004167,-77.09684167,1
657,39.08573667,-76.94555333,2
657,38.97822617,-77.09932767,1
657,39.03829833,-77.05635667,1
657,38.98864833,-77.09561833,1
657,38.98213333,-77.09579667,1
657,39.03263,-77.072455,1
657,39.021475,-77.12278,1
657,38.987825,-77.02680167,2
657,38.9841608,-77.0908417,1
657,38.99611333,-77.040295,2
657,38.994499,-77.0355495,2
657,38.98422,-77.09010833,1
657,38.97517333,-76.99347667,2
657,38.98792,-77.07916333,1
658,39.13279333,-77.26799333,0
658,39.13639333,-77.27527833,0
658,39.20274771,-77.24552401,0
658,39.13366833,-77.26814667,0
658,39.18548833,-77.25386167,0
658,39.14444264,-77.29285022,0
658,39.13385333,-77.30738833,0
658,39.13005333,-77.29651333,0
658,39.27138833,-77.21482,0
658,39.151033,-77.30281413,0
658,39.12637,-77.29615,0
658,39.19453026,-77.24457264,0
658,39.137123,-77.305282,0
658,39.12744692,-77.31258273,0
658,39.13890167,-77.30499333,0
658,39.139105,-77.30484167,0
658,39.14977926,-77.31059253,0
658,39.14744682,-77.32135722,0
658,39.16348333,-77.284265,0
658,39.15061167,-77.289185,0
658,39.15415465,-77.28736711,0
658,39.1463255,-77.28766933,0
658,39.15317167,-77.29095333,0
658,39.14880817,-77.289896,0
658,39.13120667,-77.29613667,0
658,39.18392833,-77.26278833,0
658,39.15237167,-77.28846667,0
658,39.16048081,-77.2787869,0
658,39.1909945,-77.25471,0
658,39.19973333,-77.15340833,0
658,39.16543047,-77.28881941,0
658,39.20274771,-77.24552401,0
658,39.16481118,-77.28719702,0
658,39.17912167,-77.26389167,0
658,39.184005,-77.26326833,0
658,39.17448333,-77.24702,0
658,39.20274771,-77.24552401,0
658,39.18434667,-77.263365,0
658,39.1770169,-77.30098486,0
659,38.9937153,-77.0266165,2
659,38.99099,-77.028035,2
659,38.98898833,-77.02691667,2
659,38.975543,-76.992565,2
659,38.97555167,-76.99241167,2
659,38.99158667,-77.03032167,2
659,38.99614,-77.02186333,2
659,38.99794333,-77.03833333,2
659,38.99607833,-77.02777333,2
659,39.04600167,-76.99082167,2
659,39.00423642,-77.01972303,2
659,38.99133667,-77.03036833,2
659,38.996445,-77.02666,2
659,38.99005667,-77.02403,2
659,39.172185,-77.15133,0
659,38.99906667,-77.01861667,2
659,39.00077627,-77.0369482,2
659,38.99967492,-77.02598022,2
659,39.05758375,-77.14050293,1
659,39.004515,-77.02279333,2
659,39.00469333,-77.02297833,2
659,38.99447233,-77.0334675,2
659,38.99089167,-77.02346667,2
659,39.0725294,-77.00014963,2
659,38.99535333,-77.01938167,2
659,39.0459,-76.99010667,2
659,38.99051833,-77.02419,2
659,39.0081125,-77.02015683,2
659,38.99395383,-77.03147208,2
659,39.00014,-77.02562,2
659,38.99462333,-77.0359,2
659,38.99109933,-77.02752917,2
660,39.15636667,-77.16535333,0
660,39.14852333,-77.23257833,0
660,39.16739855,-77.18226801,0
660,39.16661517,-77.18099033,0
660,39.16988036,-77.18708958,0
660,39.16973709,-77.18516439,0
660,39.1646215,-77.16787383,0
660,39.1722,-77.17851667,0
660,39.16999,-77.18706333,0
660,39.14100333,-77.15216667,0
660,39.172515,-77.178315,0
660,39.15544217,-77.164679,0
660,39.16033663,-77.16743678,0
660,39.15738611,-77.16648817,0
660,39.15713167,-77.16663,0
660,39.164565,-77.16757167,0
660,39.16095,-77.163575,0
660,39.16061229,-77.16281858,0
660,39.16332667,-77.22896333,0
660,39.151835,-77.16582333,0
660,39.16061801,-77.16280099,0
660,39.15707829,-77.1663487,0
660,39.16001833,-77.16160333,0
660,39.16092833,-77.16361167,0
660,39.16059633,-77.16277667,0
660,39.16252808,-77.16578314,0
660,39.185958,-77.184196,0
660,39.16088,-77.16344667,0
660,39.14561093,-77.01339598,2
660,39.1571945,-77.16253,0
660,39.16453,-77.167405,0
661,39.16938116,-77.26307104,0
661,39.097005,-77.19990167,0
661,39.10166667,-77.19542333,0
661,39.101,-77.19533,0
661,39.102585,-77.196125,0
661,39.17057833,-77.26508833,0
661,39.10527289,-77.19414504,0
661,39.10397333,-77.19190167,0
661,39.10093833,-77.19533333,0
661,39.09331167,-77.207595,0
661,39.07968167,-77.24321667,0
661,39.10539167,-77.198905,0
661,39.10421151,-77.19261815,0
661,39.10498833,-77.20152833,0
661,39.10342729,-77.19253778,0
661,39.10415833,-77.19226417,0
661,39.12711,-77.24456833,0
661,39.104315,-77.19275,0
661,39.10413167,-77.19267667,0
661,39.10151483,-77.19551717,0
661,39.10413667,-77.19268333,0
661,39.10910333,-77.21411167,0
661,39.10983947,-77.21598238,0
661,39.12212333,-77.17787667,0
661,39.10555667,-77.20758667,0
661,39.109905,-77.21658,0
661,39.10568333,-77.20794,0
661,39.140275,-77.26952167,0
661,39.10155667,-77.19544833,0
661,39.10374167,-77.19165,0
661,39.10746833,-77.20964833,0
661,39.11004667,-77.20796667,0
661,39.11145833,-77.20793833,0
661,39.11131,-77.21120333,0
661,39.11674167,-77.23614,0
661,39.14130148,-77.23183428,0
