,pol_lat,pol_lon,Cluster
729,39.14008,-77.26933667,0
729,39.13745167,-77.25491,0
729,39.13141,-77.24083167,0
729,39.13506793,-77.24929455,0
729,39.13760667,-77.25633,0
729,39.137645,-77.26442167,0
729,39.13772,-77.25689667,0
729,39.13760333,-77.26290167,0
729,39.14811517,-77.23600967,0
729,39.1843,-77.26332333,0
729,39.14638067,-77.22921833,0
729,39.16395,-77.22957667,0
729,39.14610667,-77.21328,0
729,39.153665,-77.24989167,0
729,39.14629167,-77.23513667,0
729,39.15435333,-77.23844667,0
729,39.11342767,-77.23648183,0
729,39.15480333,-77.25715333,0
729,39.14985833,-77.2337,0
729,39.15268667,-77.24808333,0
730,38.95090055,-77.12692278,1
730,39.02464833,-77.12690167,1
730,38.98549667,-77.32862333,0
730,38.9734,-77.173,1
730,38.97304225,-77.17475595,1
730,38.98044167,-77.22138667,1
730,39.023495,-77.148185,1
730,38.96290483,-77.134875,1
730,38.99877167,-77.10974333,1
730,38.97283833,-77.153065,1
730,38.96449763,-77.13603973,1
730,38.97894355,-77.21118718,1
730,38.98928167,-77.19604833,1
730,38.96261283,-77.13574817,1
730,38.99195833,-77.22850667,0
730,38.9821385,-77.22582,0
730,39.053675,-77.12917833,1
730,38.981275,-77.22672833,0
730,39.04755333,-77.14463667,1
730,38.97885667,-77.21365667,1
730,38.978685,-77.216435,1
730,38.984665,-77.22678117,0
730,38.95374,-77.12808167,1
730,38.97689284,-77.19163656,1
730,38.95446333,-77.128105,1
730,38.98572667,-77.21298333,1
730,39.02197502,-77.21928746,0
730,38.98223061,-77.22650528,0
730,38.98191667,-77.22599167,0
730,38.983725,-77.09296333,1
730,38.99134833,-77.22764667,0
730,38.99887,-77.23821833,0
730,39.26985,-77.17160667,0
730,39.2706555,-77.21560733,0
730,39.02183167,-77.13643667,1
730,39.02325833,-77.188295,1
730,39.03634479,-77.137883,1
730,39.03551333,-77.24135,0
730,39.00726333,-77.22219833,0
730,39.01549868,-77.16043312,1
730,39.04020833,-77.24931,0
730,39.0298608,-77.22886562,0
730,39.02381333,-77.21738833,0
730,38.99803833,-77.197695,1
730,39.023965,-77.21755,0
730,39.02970773,-77.22860094,0
731,39.03875583,-77.07766867,1
731,38.95134833,-77.12673833,1
731,38.95034851,-77.1250122,1
731,38.95151,-77.12703333,1
731,38.96263922,-77.13475968,1
731,38.95390833,-77.12807667,1
731,38.95474217,-77.12839983,1
731,38.95452667,-77.128455,1
731,38.95482667,-77.128435,1
731,38.950525,-77.12615,1
731,38.96444333,-77.138115,1
731,38.95473833,-77.128485,1
731,38.96153605,-77.1338846,1
731,38.954795,-77.12849,1
731,38.954515,-77.12830167,1
731,38.94875833,-77.12442833,1
731,38.95037333,-77.125785,1
731,38.94538,-77.12063,1
731,38.98634833,-77.15682833,1
731,38.96556133,-77.13695267,1
731,38.96858,-77.13904,1
731,38.99082717,-77.0980205,1
731,38.94221865,-77.113921,1
731,38.94313333,-77.11510833,1
731,38.99000167,-77.095405,1
731,38.96581167,-77.12954667,1
731,38.96315833,-77.13046333,1
731,38.961285,-77.11749667,1
731,38.961378,-77.13137083,1
731,38.99802667,-77.10815667,1
731,39.045735,-77.117285,1
731,38.98398833,-77.09306,1
731,38.99172833,-77.098145,1
731,38.95471167,-77.12832667,1
731,38.95472,-77.12837667,1
731,38.95522833,-77.12894,1
731,38.95472333,-77.12851,1
731,38.95489333,-77.128565,1
731,38.97531,-77.16186,1
731,38.97035167,-77.14677,1
731,38.96273667,-77.13485167,1
731,38.96901,-77.13838667,1
731,38.99095,-77.07612833,1
731,39.19938167,-77.255355,0
731,38.9704828,-77.14680076,1
731,39.176085,-77.24617333,0
731,38.97406817,-77.1717135,1
731,38.987885,-77.16042167,1
731,38.96318877,-77.08660702,1
731,38.97285587,-77.16393471,1
731,38.97295805,-77.18172044,1
732,38.953,-77.338,0
732,39.09400167,-77.11775667,1
732,39.09438333,-77.11918667,1
732,39.092455,-77.04575667,1
732,39.085,-77.13616667,1
732,39.09651833,-77.10853833,1
732,39.09436667,-77.10914833,1
732,39.086775,-77.13519,1
732,39.11341323,-77.07587242,1
732,39.0992472,-77.0999091,1
732,39.08585667,-77.074785,1
732,39.102605,-77.08670333,1
732,39.1862024,-77.25979029,0
732,39.12549298,-77.10223848,1
732,39.11266333,-77.08921167,1
732,39.0913,-76.91763,2
732,39.115645,-77.16550333,0
732,39.11226,-77.06327167,1
732,39.112348,-77.061981,1
732,39.112535,-77.0702055,1
732,39.10907064,-77.07832039,1
732,39.14893833,-77.06673667,1
732,39.11067,-77.08364,1
732,39.12939167,-77.02389,2
732,39.148555,-77.06626667,1
732,39.11256413,-77.08900452,1
733,39.11397833,-76.99340333,2
733,39.10463333,-76.97379333,2
733,39.1358,-77.144245,0
733,39.11773351,-76.97139502,2
733,39.06924333,-76.96055167,2
733,39.10950333,-76.93472667,2
733,39.11056833,-76.933675,2
733,39.1107449,-76.9335761,2
733,39.110995,-76.93317167,2
733,39.106635,-76.94276,2
733,39.10646167,-76.94124167,2
733,39.0986308,-76.9362933,2
733,39.11092483,-76.93201017,2
733,39.111955,-76.93388333,2
733,39.11146833,-76.93238167,2
733,39.11131667,-76.93280167,2
733,39.11090667,-76.931988,2
733,39.11122365,-76.93210075,2
733,39.11121553,-76.93208992,2
733,39.11074167,-76.93394667,2
733,39.11136,-76.931865,2
733,39.11134456,-76.93246275,2
733,39.11134248,-76.93246812,2
733,39.11120667,-76.932395,2
733,39.11145667,-76.93229833,2
733,39.11056724,-76.9338222,2
733,39.11062067,-76.9333015,2
733,39.11123483,-76.931846,2
733,39.11101167,-76.93239,2
733,39.1113412,-76.93213138,2
733,39.11130462,-76.93222467,2
733,39.11108333,-76.93263667,2
733,39.11139656,-76.93223632,2
733,39.11116667,-76.93300333,2
733,39.11130833,-76.93181333,2
733,39.11127162,-76.93200684,2
733,39.1111968,-76.93212748,2
733,39.11283167,-76.93256333,2
733,39.11041635,-76.93384409,2
733,39.11189896,-76.92866972,2
733,39.11155667,-76.92846833,2
733,39.15268167,-77.06200833,1
733,39.11819833,-76.97351167,2
733,39.13833833,-77.06921167,1
733,39.1087018,-76.94445951,2
733,39.1175046,-76.97026312,2
733,39.12244526,-76.99859114,2
733,39.12192333,-76.99448333,2
733,39.12224333,-77.00446833,2
733,39.155275,-77.06681333,1
733,39.1264565,-77.07235336,1
733,39.11747716,-76.97044924,2
733,39.11711167,-76.96860833,2
733,39.118025,-76.97267333,2
733,39.1177,-76.971385,2
733,39.11804799,-76.97742446,2
733,39.10486667,-76.98083167,2
733,39.08646167,-77.08346667,1
733,39.12124667,-76.975785,2
733,39.05839667,-77.04813167,1
733,39.11644167,-76.96508833,2
733,39.11061,-76.98979833,2
733,39.11837167,-77.02475667,2
733,39.05812833,-77.04840333,1
733,39.13361333,-76.99888,2
733,39.125315,-77.026985,2
733,39.12092433,-77.01462783,2
733,39.12240333,-77.00491167,2
733,39.12099333,-77.01572167,2
733,39.12218167,-77.00575167,2
733,39.12276,-77.0016005,2
733,39.12171667,-77.00761333,2
733,39.122705,-77.00130833,2
733,39.12692167,-77.02163833,2
733,39.133435,-77.00685167,2
733,39.127415,-77.02806833,2
733,39.12822833,-77.028495,2
733,39.12723333,-77.02792333,2
733,39.129545,-77.02905333,2
733,39.12138667,-77.02491667,2
733,39.12047333,-77.02317167,2
733,39.13012333,-77.02932667,2
733,39.12666,-77.02408167,2
733,39.11878571,-77.02098968,2
733,39.12657167,-77.02361,2
733,39.12824667,-77.02857033,2
733,39.12267167,-77.025845,2
733,39.12693833,-77.02145833,2
733,39.12845333,-77.02510333,2
733,39.129245,-77.025925,2
733,39.128633,-77.02866667,2
733,39.11796194,-76.95238222,2
733,39.12925467,-76.9348205,2
733,39.1164849,-76.96555853,2
733,39.114435,-76.95912167,2
733,39.11641333,-76.96491167,2
733,39.11809167,-76.980775,2
733,39.13424333,-76.96877667,2
733,39.12630333,-76.97117833,2
733,39.12202333,-76.96498333,2
733,39.124495,-76.964255,2
733,39.05828167,-77.04796167,1
733,39.11854167,-77.02868333,2
733,39.14924967,-77.06642983,1
733,39.13852167,-76.98589167,2
733,39.135165,-76.983415,2
733,39.138415,-76.98949333,2
733,38.985898,-76.9879278,2
733,39.075205,-76.66703333,2
733,39.1329905,-76.99348983,2
733,39.12148667,-77.00988333,2
733,39.12724667,-76.9929,2
733,39.11950917,-77.00698633,2
733,39.11906,-77.00619333,2
733,39.12627833,-77.00489167,2
733,39.11061,-76.98979833,2
733,39.11469833,-77.01841333,2
733,39.15460833,-77.05513833,1
733,39.12027105,-77.01723775,2
733,39.22574667,-77.27327667,0
733,39.20948333,-77.24713,0
733,39.138655,-76.976505,2
733,39.15454833,-77.05517167,1
733,39.13153167,-77.01009667,2
734,39.11771695,-77.03618252,2
734,39.11948464,-77.03137591,2
734,39.11874432,-77.0299607,2
734,39.11964167,-77.04249833,1
734,39.13649733,-77.044937,1
734,39.15136667,-77.06765,1
734,39.058285,-77.048295,1
734,39.14619633,-77.05104233,1
734,39.14718487,-77.05206111,1
734,39.05793667,-77.04854833,1
734,39.05796667,-77.04832333,1
734,39.13870333,-77.03375833,2
734,39.13652,-77.07858167,1
734,39.103285,-77.07612333,1
734,39.604,-77.404,0
734,39.09558,-77.18167333,0
734,39.11341167,-77.0757,1
734,39.11061,-76.98979833,2
734,39.1181795,-77.1028305,1
734,39.07226992,-77.06515431,1
734,39.081945,-77.14772833,1
734,39.14994833,-77.077295,1
734,39.10543833,-77.08571167,1
734,39.03870167,-77.05080667,1
734,39.15741667,-77.19513667,0
734,39.09039667,-76.99776667,2
734,39.09504,-76.93015,2
734,39.11849833,-77.07455667,1
734,39.11998,-77.07466333,1
734,39.121005,-77.07420667,1
734,39.1182658,-77.07504212,1
734,39.12011167,-77.074805,1
734,39.12075904,-77.07399226,1
734,39.11301667,-77.075445,1
734,39.12047833,-77.07442667,1
734,39.14613,-77.06698,1
734,39.11428333,-77.07562167,1
734,39.10699667,-77.076225,1
734,39.12423167,-77.07848,1
734,39.11269,-77.07531833,1
734,39.11446333,-77.07518333,1
734,39.126492,-77.072437,1
734,39.115234,-77.07510067,1
734,39.15168167,-77.05061667,1
734,39.11546667,-77.075215,1
734,39.11545333,-77.07518833,1
734,39.115225,-77.07506,1
734,39.1155065,-77.07505217,1
734,39.1147545,-77.07551837,1
734,39.11534,-77.075215,1
734,39.14965667,-77.067285,1
734,39.12815333,-77.06918167,1
734,39.11226444,-77.08827496,1
734,39.0789081,-77.14599609,1
734,39.14968667,-77.01302833,2
734,39.05222667,-77.11021333,1
734,39.11262167,-77.06661333,1
734,39.12611167,-77.07168167,1
734,39.09127333,-77.04491,1
734,39.23219167,-77.28189667,0
734,39.14927667,-77.06647,1
734,39.122174,-77.061098,1
734,39.12120452,-77.07391977,1
734,39.06942333,-77.00329167,2
734,39.12757,-77.07225,1
734,39.12400667,-77.077425,1
734,39.14224833,-77.06774667,1
734,39.122535,-77.07347583,1
734,39.11061,-76.98979833,2
734,39.11778667,-77.07509833,1
734,39.154615,-77.055225,1
734,39.13039167,-77.05029333,1
734,39.13726967,-77.0642495,1
734,39.12185333,-77.06564333,1
734,39.13845841,-77.06284112,1
734,39.13855929,-77.06245429,1
734,39.1338,-77.07002833,1
734,39.14921333,-77.06632333,1
734,39.13405333,-77.06945167,1
734,39.12980577,-77.07095636,1
734,39.12855333,-77.07126667,1
734,39.14589333,-77.067,1
734,39.14926,-77.06645,1
734,39.13910994,-77.0682954,1
734,39.129275,-77.02366833,2
734,39.10563167,-77.19444,0
734,39.13884833,-77.06205833,1
734,39.13865167,-77.06220667,1
734,39.13947667,-77.06123167,1
734,39.13942667,-77.06134167,1
734,39.141115,-77.059275,1
734,39.14618833,-77.06761833,1
734,39.11668833,-77.09880333,1
735,39.051085,-77.19096833,0
735,39.109456,-77.181265,0
735,39.09916,-77.15928333,0
735,39.08378,-77.15311,1
736,39.11817833,-77.19522,0
736,39.079542000000004,-77.13809167,1
736,39.17809833,-77.15086333,0
736,39.05886019,-77.12174772,1
736,39.0803578,-77.14111445,1
736,39.07867333,-77.13187667,1
736,39.09852333,-77.13202167,1
736,39.23755333,-77.27764333,0
736,39.09744167,-77.14219,1
736,39.08458167,-77.15293,1
736,39.08371333,-77.1533,1
736,39.087795,-77.13914667,1
736,39.08816378,-77.14792637,1
736,39.08992723,-77.13812212,1
736,39.0769781,-77.1259553,1
736,39.09391817,-77.15057217,1
736,39.08550667,-77.15047333,1
736,39.10240167,-76.99933833,2
736,39.076835,-77.13924667,1
736,39.09542833,-77.13987167,1
736,39.07037913,-77.15148926,1
736,39.09347333,-77.13556,1
736,39.237565,-77.278125,0
736,39.10078384,-77.15465695,0
736,39.09061333,-77.14058167,1
736,39.0769781,-77.1259553,1
736,39.08970833,-77.13241167,1
736,39.08892833,-77.15127,1
737,39.05250833,-77.07616667,1
737,39.01502833,-77.03430167,2
737,39.05263833,-77.05092333,1
737,39.04513667,-77.07288167,1
737,39.058115,-77.04854667,1
737,39.03415041,-77.0640254,1
737,38.96383287,-77.06917092,1
737,39.05836833,-77.04838333,1
737,39.04191667,-77.05483,1
737,39.03857667,-77.05438333,1
737,39.05818,-77.04841333,1
737,39.07206833,-77.11700333,1
737,39.05840333,-77.04806333,1
737,39.05914217,-77.06711038,1
737,39.01830719,-77.0559,1
737,39.05917167,-77.06615167,1
737,39.06579,-77.15987333,1
737,39.05753881,-77.07861478,1
737,39.05949333,-77.06106667,1
737,39.05921333,-77.06490167,1
737,39.3611866,-77.25143522,0
737,39.04122833,-77.05395333,1
737,39.05710211,-77.07349598,1
737,39.05829667,-77.04855333,1
737,39.05486333,-77.07384833,1
737,39.07886167,-77.07954167,1
737,39.058135,-77.04850167,1
737,39.05802167,-77.04859667,1
737,39.04729595,-77.07507879,1
737,39.05956,-77.047535,1
737,39.05815,-77.0485,1
737,39.04765167,-77.05055667,1
737,39.090415,-76.997785,2
737,39.05411435,-77.03647337,2
737,39.058345,-77.04856167,1
737,39.12640667,-77.072385,1
737,39.150775,-77.06308667,1
738,39.04759667,-76.98537333,2
738,39.07631833,-77.19131333,0
738,39.09321833,-77.018375,2
738,39.075425,-77.02203833,2
738,39.10289833,-77.04745,1
738,39.12105667,-76.98879833,2
738,39.08200796,-77.00863136,2
738,39.06704817,-77.03784522,2
738,39.09302,-77.06371833,1
738,39.07706167,-77.00213833,2
738,39.09337167,-77.00737667,2
738,39.0834225,-77.01186733,2
738,39.05828833,-77.04848333,1
738,39.09459667,-77.023145,2
738,39.09422667,-77.02219917,2
738,39.09427133,-77.02275,2
738,39.09407167,-77.02422,2
738,39.05946333,-77.04522167,1
738,39.09492167,-77.02977,2
739,39.01708,-77.015765,2
739,39.00954,-76.98232333,2
739,39.06364,-76.96531167,2
739,39.03171667,-77.00509667,2
739,39.03169433,-77.00405359,2
739,39.03149867,-77.005195,2
739,39.03121183,-77.0051445,2
739,39.02712333,-77.01019667,2
739,39.031352,-77.005197,2
739,39.23114167,-77.23694,0
739,38.99483,-77.02678833,2
739,39.01131833,-77.09061833,1
739,39.02180102,-77.01521158,2
739,39.01998167,-77.01346333,2
739,39.02903,-77.00756,2
739,39.02889833,-77.007585,2
739,39.03209833,-77.01258,2
739,38.98696167,-77.02515667,2
739,39.02112833,-77.00819333,2
739,39.02984167,-77.006465,2
739,39.02128667,-77.013825,2
739,39.023025,-76.97816667,2
739,39.02288,-77.01149167,2
739,39.05342333,-76.96292833,2
739,39.02062167,-77.008785,2
739,39.02558515,-77.01083422,2
739,39.03087167,-77.0047,2
739,39.02343,-76.98676,2
739,39.02071333,-77.00887333,2
739,39.02105333,-77.008325,2
739,39.0263207,-77.010625,2
739,39.04550667,-76.988705,2
740,39.09322167,-76.99479833,2
740,39.10450383,-76.988263,2
740,39.10575333,-76.99132167,2
740,39.10705333,-76.99355833,2
740,39.10652333,-76.993245,2
740,39.10561333,-76.99065833,2
740,39.12043333,-77.18289833,0
740,39.092962,-77.0006565,2
740,39.15455167,-77.05521,1
740,39.095803,-77.022394,2
740,39.06578167,-77.03588,2
740,39.09168602,-77.00026952,2
740,39.09860567,-77.00320833,2
740,39.08558167,-76.99726667,2
740,39.10935,-77.00263167,2
740,39.11053333,-76.93282333,2
740,39.09070167,-76.99820167,2
740,39.11203167,-77.01692167,2
740,39.10768313,-76.99900896,2
740,39.09,-77.75,0
740,39.09184333,-77.00012667,2
740,39.108085,-77.004145,2
740,39.05946333,-77.04522167,1
740,39.10886167,-76.99706167,2
740,39.108135,-77.00416,2
740,39.13598563,-76.99481606,2
740,39.11060833,-77.00920667,2
740,39.19585,-77.12794167,0
740,39.09597958,-77.01722628,2
740,39.154505,-77.05529167,1
740,39.116,-77.01,2
740,39.12028167,-76.98905,2
740,39.05801333,-77.048415,1
740,39.11181167,-77.01193333,2
740,39.108585,-77.00479,2
740,39.12272133,-77.026165,2
740,39.10917333,-77.00612167,2
740,39.10962141,-77.0069364,2
740,39.14924167,-77.06643167,1
740,39.05796667,-77.04832333,1
740,39.1106195,-77.00946067,2
740,39.08559333,-77.04589667,1
740,39.11953,-77.04615,1
740,39.12111,-77.01416167,2
740,39.14843167,-77.215365,0
740,39.11867833,-77.029485,2
740,39.1095184,-77.0761002,1
740,39.10521667,-77.03868833,2
740,39.05840667,-77.04846667,1
740,39.10612186,-77.03807689,2
740,39.09233,-77.06873167,1
740,39.07096145,-77.01242454,2
740,39.10402033,-77.03935533,2
740,39.10543333,-77.038555,2
740,39.106035,-77.03817167,2
740,38.66493,-77.03251333,2
740,39.122665,-77.00202167,2
740,39.06458833,-77.05697833,1
740,39.125295,-77.027735,2
740,39.055475,-77.08327667,1
740,39.13135984,-77.03001079,2
740,39.14375167,-77.00234667,2
740,39.10741883,-76.994728,2
740,39.10759333,-76.995475,2
740,39.12058267,-77.01627088,2
740,39.11969167,-77.018465,2
740,39.109615,-77.075785,1
741,39.1271071,-77.35271747,0
741,39.13837167,-77.3559,0
741,39.137935,-77.35547833,0
741,39.14287167,-77.35762833,0
741,39.15657333,-77.37371333,0
741,39.14374167,-77.357485,0
741,39.16297,-77.36234667,0
741,39.15329,-77.33688167,0
741,39.168075,-77.39184667,0
741,39.17884333,-77.35694833,0
741,39.17643333,-77.35894,0
741,39.183815,-77.38024333,0
741,39.17897183,-77.35677,0
741,39.1783,-77.35726,0
741,39.17966833,-77.3558,0
741,39.16394333,-77.36193667,0
741,39.16306833,-77.36237333,0
741,39.16371911,-77.3621408,0
741,39.18267667,-77.40688,0
741,39.16093,-77.41905833,0
741,39.20044961,-77.39497134,0
741,39.11209333,-77.30557333,0
741,39.1692535,-77.35955517,0
741,39.18811086,-77.34176517,0
741,39.181625,-77.38377167,0
741,39.19149333,-77.353195,0
741,39.18983667,-77.42206333,0
741,39.18000333,-77.41197167,0
741,39.19577833,-77.42690833,0
741,39.18330425,-77.34923244,0
741,39.19341083,-77.333155,0
741,39.186945,-77.34426333,0
741,39.174055,-77.27495333,0
741,39.18331333,-77.41660833,0
741,39.19345167,-77.33257333,0
741,39.18707167,-77.343815,0
741,39.19853333,-77.39521,0
741,39.19856833,-77.39526167,0
741,39.184515,-77.31259833,0
741,39.18434,-77.31249833,0
741,39.20432,-77.38726,0
741,39.18538,-77.315005,0
741,39.184557,-77.31343517,0
741,39.184645,-77.31352,0
741,39.21239667,-77.430405,0
741,39.13907167,-77.35674167,0
741,39.207689,-77.342722,0
741,39.20543,-77.33835333,0
741,39.199285,-77.39509667,0
741,39.20610833,-77.385375,0
741,39.19779833,-77.37275167,0
741,39.18418333,-77.26342333,0
741,39.204305,-77.44463,0
741,39.19804667,-77.429,0
741,39.21063667,-77.431335,0
741,39.19234658,-77.32322147,0
741,39.20711,-77.38430833,0
741,39.20538167,-77.38659333,0
741,39.20525,-77.386675,0
741,39.2049,-77.386985,0
741,39.18479,-77.313375,0
741,39.22051263,-77.37774298,0
741,39.20452767,-77.38716817,0
741,39.20751333,-77.34226667,0
741,39.19514,-77.37574,0
741,39.210235,-77.43143333,0
741,39.21172051,-77.43084855,0
741,39.20582667,-77.38582167,0
741,39.224699,-77.39530625,0
741,39.21765167,-77.42713167,0
741,39.20922333,-77.41691833,0
741,39.21108,-77.3494,0
741,39.21097,-77.34903833,0
741,39.22807,-77.37011167,0
741,39.22807667,-77.370275,0
741,39.221885,-77.385756,0
741,39.2178525,-77.42431333,0
741,39.22108833,-77.38124833,0
741,39.22171533,-77.38475017,0
741,39.22402833,-77.39208,0
741,39.230835,-77.43063167,0
741,39.22322333,-77.39046167,0
741,39.22302583,-77.3900235,0
741,39.22407667,-77.39306833,0
741,39.22623333,-77.40316167,0
741,39.22336,-77.39081,0
741,39.23498333,-77.33324333,0
741,39.23862667,-77.40406,0
741,39.23859017,-77.40410333,0
741,39.23739,-77.405149,0
741,39.31437333,-77.19808333,0
741,39.26789,-77.34068667,0
741,39.237925,-77.35951,0
741,39.25030333,-77.347555,0
741,39.18256833,-77.24249333,0
741,39.25044232,-77.37083763,0
741,39.25048386,-77.37900496,0
741,39.25235333,-77.34616333,0
741,39.25534833,-77.34602833,0
741,39.2522846,-77.34596823,0
741,39.25954167,-77.34457833,0
741,39.25241333,-77.34614833,0
741,39.24427,-77.352375,0
742,39.05868333,-77.29070333,0
742,39.06319167,-77.296605,0
742,39.076995,-77.34122667,0
742,39.07200833,-77.31686167,0
742,39.06387333,-77.29921667,0
742,39.07802667,-77.33665667,0
742,39.07884,-77.32826667,0
742,39.08303167,-77.36671,0
742,39.08213667,-77.29438833,0
742,39.11498,-77.23533167,0
742,39.07860333,-77.29080833,0
742,39.07786333,-77.33457,0
742,39.07335667,-77.323835,0
742,39.07867167,-77.33052833,0
742,39.10706833,-77.16202,0
742,39.07882,-77.32937167,0
742,39.11485333,-77.254885,0
742,39.081495,-77.31630167,0
742,39.07890333,-77.32794,0
742,39.0786749,-77.327528,0
742,39.09581348,-77.2790524,0
742,39.11824127,-77.25902438,0
742,39.07920167,-77.34074,0
742,38.98406812,-77.1380859,1
742,39.08258,-77.29468167,0
742,39.11448833,-77.32463833,0
742,39.10273167,-77.28516167,0
742,39.09481017,-77.2848355,0
742,39.07886667,-77.290845,0
742,39.08521667,-77.30498333,0
742,39.11620833,-77.263875,0
742,39.10089665,-77.18517879,0
742,39.06365667,-77.12758833,1
742,39.16494833,-77.50259167,0
742,39.105215,-77.29501333,0
742,39.10718833,-77.298065,0
742,39.11313,-77.30798667,0
742,39.09913,-77.32574333,0
742,39.08996083,-77.26744067,0
742,39.09891833,-77.279975,0
742,39.11270377,-77.30718921,0
742,39.187985,-77.25222333,0
742,39.10728667,-77.298145,0
742,39.1068501,-77.29767367,0
742,39.12697833,-77.33057,0
742,39.13742667,-77.40594,0
742,39.11260833,-77.30709167,0
742,39.10431564,-77.29323881,0
742,39.113705,-77.27196,0
742,39.10280667,-77.29179333,0
742,39.12564667,-77.32845667,0
742,39.125592,-77.328553,0
742,39.11405833,-77.30933833,0
742,39.12653,-77.29639667,0
742,39.11406,-77.299866,0
742,39.12002833,-77.31929,0
742,39.12227333,-77.32281667,0
742,39.12566833,-77.32817167,0
742,39.24384833,-77.14386667,0
742,39.11863,-77.29687167,0
742,39.13265682,-77.2434783,0
742,39.12775487,-77.33371854,0
742,39.12635,-77.32970167,0
742,39.14736333,-77.359225,0
742,39.12655333,-77.32992167,0
742,39.12736167,-77.33144167,0
742,39.125615,-77.32848,0
742,39.118437,-77.3177995,0
742,39.12513,-77.32818833,0
742,39.13750667,-77.294665,0
742,39.09052333,-77.26756333,0
742,39.13887,-77.356535,0
742,39.115025,-77.235365,0
742,39.14500333,-77.20966167,0
742,39.11426667,-77.27383,0
742,39.12942167,-77.30890333,0
743,39.10596517,-77.17991183,0
743,39.113975,-77.17959258,0
743,39.11598833,-77.16567,0
743,39.11318667,-77.17088167,0
743,39.113234,-77.17041233,0
743,39.11331477,-77.17044216,0
743,39.11171,-77.17223,0
743,39.11319167,-77.17037333,0
743,39.11382933,-77.16885467,0
743,39.115045,-77.166625,0
743,39.11520987,-77.16676445,0
743,39.11540383,-77.1660555,0
743,39.11448667,-77.16755333,0
743,39.10549333,-77.17943167,0
743,39.11472698,-77.16723266,0
743,39.08419,-77.15695167,1
743,39.11510833,-77.16811833,0
743,39.11458697,-77.16717482,0
743,39.11462667,-77.16724167,0
743,39.11436,-77.16713333,0
743,39.1144174,-77.16752506,0
743,39.11441283,-77.16677417,0
743,39.11492833,-77.16672,0
743,39.11475667,-77.16723667,0
743,39.11447967,-77.16721283,0
743,39.11492167,-77.16756833,0
743,39.11478167,-77.16699,0
743,39.11400033,-77.16887712,0
743,39.11390333,-77.16895667,0
743,39.11399333,-77.16888,0
743,39.11388567,-77.16935417,0
743,39.11305333,-77.17086,0
743,39.11325366,-77.1706551,0
743,39.09347833,-77.135201,1
743,39.07676629,-77.11714305,1
743,39.08378333,-77.15331833,1
743,39.11729333,-77.18351,0
743,39.09979833,-77.15827333,0
743,39.05827433,-77.12223383,1
743,39.097347,-77.15341533,0
743,39.10135333,-77.18968333,0
743,39.10701333,-77.164095,0
743,39.1031075,-77.1428265,1
743,39.09856112,-77.13805852,1
743,39.10411833,-77.14274167,1
743,39.0918365,-77.15253167,1
743,39.20427167,-77.24761333,0
743,39.10609167,-77.15323333,0
743,39.10642667,-77.15608167,0
743,39.1010152,-77.15471508,0
743,39.11558833,-77.16568167,0
743,39.10029608,-77.15465266,0
743,39.11367167,-77.234595,0
743,39.10954983,-77.18127283,0
743,39.20168,-77.249715,0
743,39.10961446,-77.15175646,0
743,39.16330667,-77.22913,0
743,39.088715,-77.15603,0
743,39.18560781,-77.23969102,0
743,39.13006024,-76.65710449,2
743,39.10727167,-77.164,0
743,39.105725,-77.14461667,0
743,39.09823833,-77.13874333,1
743,39.23220333,-77.14232167,0
743,39.105415,-77.14465667,0
743,39.10581333,-77.14528,0
743,39.10536333,-77.14435667,1
743,39.07775667,-77.07906833,1
743,39.10558415,-77.14487258,0
743,39.10573,-77.14507833,0
743,39.10575012,-77.14524508,0
743,39.10567833,-77.14451333,0
743,39.10550167,-77.14469167,0
743,39.10552333,-77.14430667,0
743,39.105625,-77.14499833,0
743,39.10570667,-77.14493167,0
743,39.1040645,-77.14309217,1
743,39.105695,-77.14482,0
743,39.10073077,-77.15675443,0
743,39.105666,-77.144811,0
743,39.10579167,-77.14475667,0
743,39.10580167,-77.14533667,0
743,39.09803,-77.13755167,1
743,39.10540833,-77.144405,0
743,39.10583667,-77.14523167,0
743,39.12079833,-77.17951,0
743,39.10539,-77.14500333,0
743,39.10572167,-77.14509333,0
743,39.10539167,-77.14446667,0
743,39.11943158,-77.16584444,0
743,39.053195,-77.11451167,1
743,39.11856167,-77.16163833,0
743,39.12122,-77.15830167,0
743,39.10579333,-77.14544333,0
743,39.11474167,-77.16469667,0
743,39.18405333,-77.263825,0
743,39.08113667,-77.15231833,1
743,39.02245743,-77.10315295,1
743,39.1519605,-77.21156883,0
743,39.103565,-77.15594,0
743,39.08366,-77.15344833,1
743,39.19645667,-77.26531,0
743,39.11406,-77.23559167,0
743,39.12927667,-77.16745667,0
743,39.11032667,-77.16043167,0
743,39.10406333,-77.15628667,0
743,39.086795,-77.153235,1
743,39.103935,-77.15603833,0
743,39.10969833,-77.16009667,0
743,39.11943158,-77.16584444,0
743,39.06647167,-77.0615,1
743,39.12656,-77.16566717,0
743,39.10570849,-77.15735257,0
743,39.1132986,-77.1681917,0
743,39.10805333,-77.15209,0
743,39.10835592,-77.15226173,0
743,39.11386,-77.23481333,0
743,39.10804083,-77.15242433,0
743,39.10663917,-77.16909783,0
743,39.19832,-77.252005,0
743,39.11464417,-77.20530246,0
743,39.15960667,-77.2195,0
743,39.16065667,-77.22134,0
743,39.11706758,-77.16201425,0
